"","taxon","lfc_(Intercept)","lfc_associated.phenotypeD015179","se_(Intercept)","se_associated.phenotypeD015179","W_(Intercept)","W_associated.phenotypeD015179","p_(Intercept)","p_associated.phenotypeD015179","q_(Intercept)","q_associated.phenotypeD015179","diff_(Intercept)","diff_associated.phenotypeD015179","passed_ss_(Intercept)","passed_ss_associated.phenotypeD015179","Species","Genus"
"327","GCA_900544705.1",0.770963223673574,-0.734248892889049,NA,0.0264488032292844,NA,-27.7611386240751,1,4.35254310388966e-29,1,4.50799107188572e-28,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp900544705","g__Faecousia"
"328","GCA_900544725.1",-0.0614042463566719,-0.0210319005390941,NA,0.0230362615668161,NA,-0.912991045794977,1,0.387933382891876,1,0.408033558171247,FALSE,FALSE,FALSE,FALSE,"s__Collinsella sp900544725","g__Collinsella"
"329","GCA_900544825.1",1.07209969464873,-1.24933337759485,NA,0.0232526170897368,NA,-53.7287210628123,1,4.2028733586686e-23,1,2.35685992212631e-22,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp900544825","g__Prevotella"
"330","GCA_900544865.1",0.220477375454885,-0.33185432050399,NA,0.0243091349839312,NA,-13.6514244839791,1,8.28766391986521e-13,1,1.96541562585589e-12,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900544865","g__Collinsella"
"331","GCA_900545175.1",0.0760936853367854,0.495095349418718,NA,0.0250101986512428,NA,19.795738383474,1,3.83786382919136e-14,1,1.02781841335864e-13,FALSE,TRUE,FALSE,TRUE,"s__CAG-882 sp900545175","g__CAG-882"
"332","GCA_900545225.1",0.32607728528083,-0.371243505800688,NA,0.0252642241250111,NA,-14.6944352600626,1,1.04723330395116e-21,1,5.21049903681583e-21,FALSE,TRUE,FALSE,FALSE,"s__UBA4285 sp900545225","g__UBA4285"
"333","GCA_900545285.1",-0.17242700299544,1.76963391489756,NA,0.0238610954634945,NA,74.1639845331055,1,7.45124044870207e-14,1,1.94922913799809e-13,FALSE,TRUE,FALSE,TRUE,"s__Ruminococcus_C sp900545285","g__Ruminococcus_C"
"334","GCA_900545305.1",0.290812236277513,-0.356069777762278,NA,0.0276112490423469,NA,-12.8958229023316,1,1.02187123630202e-16,1,3.35663205451959e-16,FALSE,TRUE,FALSE,FALSE,"s__CAG-274 sp900545305","g__CAG-274"
"335","GCA_900545325.1",-0.659153221593372,0.672714188570809,NA,0.0226044316421295,NA,29.7602788347495,1,1.76222835520488e-09,1,3.12157378801562e-09,FALSE,TRUE,FALSE,TRUE,"s__UMGS775 sp900545325","g__UMGS775"
"336","GCA_900545405.1",0.146523699593943,0.0866985203926171,NA,0.035634789463994,NA,2.43297411593294,1,0.0174603866642446,1,0.0205833826529713,FALSE,TRUE,FALSE,FALSE,"s__Scatomorpha sp900545405","g__Scatomorpha"
"337","GCA_900545495.1",1.40628239009807,-1.35988063353017,NA,0.0267671035250694,NA,-50.8041758144111,1,7.88737749785956e-36,1,1.74036699137553e-34,FALSE,TRUE,FALSE,FALSE,"s__Vescimonas sp900545495","g__Vescimonas"
"338","GCA_900545515.1",-0.339785750674733,0.657567265840288,NA,0.030759969105779,NA,21.3773708152635,1,3.05944891898261e-43,1,1.29389193865306e-41,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp000435995","g__Faecousia"
"339","GCA_900545585.1",0.180986667596413,0.346790602704537,NA,0.0388160665288918,NA,8.93420260516126,1,6.97472955442322e-15,1,1.99418323879988e-14,FALSE,TRUE,FALSE,FALSE,"s__Vescimonas sp900545585","g__Vescimonas"
"340","GCA_900545725.1",0.633020713677111,-0.969008444909885,NA,0.0246699496270902,NA,-39.2788983989578,1,2.73304650979409e-12,1,6.11022512652203e-12,FALSE,TRUE,FALSE,TRUE,"s__Lachnospira sp900545725","g__Lachnospira"
"341","GCA_900545805.1",0.654398402161323,-0.562285257875352,NA,0.0234716594226693,NA,-23.9559226618757,1,2.27534767062048e-13,1,5.66150731275445e-13,FALSE,TRUE,FALSE,FALSE,"s__F23-B02 sp900545805","g__F23-B02"
"342","GCA_900545815.1",0.176458957968587,-0.156777305045327,NA,0.0266617483598279,NA,-5.8802334689179,1,9.64850469967423e-08,1,1.53498938403908e-07,FALSE,TRUE,FALSE,TRUE,"s__Onthomonas sp900545815","g__Onthomonas"
"343","GCA_900545865.1",0.238366166135156,-0.141863052161622,NA,0.0228529570199881,NA,-6.20764534049325,1,4.60452377949655e-06,1,6.75374513900145e-06,FALSE,TRUE,FALSE,FALSE,"s__UMGS1820 sp900545865","g__UMGS1820"
"344","GCA_900545925.1",0.515337458906895,-0.095335127731758,NA,0.0543402689588543,NA,-1.75441030304698,1,0.0805952565289764,1,0.0900927151728095,FALSE,FALSE,FALSE,TRUE,"s__CAG-170 sp900545925","g__CAG-170"
"345","GCA_900545935.1",-0.688966445816084,1.04096086655414,NA,0.0240386418768799,NA,43.3036471813046,1,9.12700824740795e-26,1,6.3451461446021e-25,FALSE,TRUE,FALSE,FALSE,"s__UMGS911 sp900545935","g__UMGS911"
"346","GCA_900545955.1",0.834592791413749,-0.155605854562237,NA,0.0294464926848603,NA,-5.28435954079652,1,2.65365824927049e-05,1,3.69473679425179e-05,FALSE,TRUE,FALSE,TRUE,"s__UBA7173 sp900545955","g__UBA7173"
"347","GCA_900546065.1",-0.608421707554208,1.56451262316247,NA,0.0259029860594482,NA,60.3989292806578,1,2.28150340548293e-35,1,4.72597133992893e-34,FALSE,TRUE,FALSE,TRUE,"s__Alistipes merdipullorum","g__Alistipes"
"348","GCA_900546075.1",-0.277447030067559,0.59626254215249,NA,0.0287231653569829,NA,20.7589426423552,1,1.85372663711451e-35,1,4.00326071632175e-34,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp900546075","g__Faecousia"
"349","GCA_900546145.1",0.0784895764826458,0.27869872993252,NA,0.0306476339914363,NA,9.09364585893956,1,1.76800274347135e-11,1,3.67730078816274e-11,FALSE,TRUE,FALSE,FALSE,"s__Desulfovibrio sp900546145","g__Desulfovibrio"
"350","GCA_900546245.1",0.806069502364602,-0.999420318496551,NA,0.0271684743309835,NA,-36.786030246711,1,5.24342694893644e-12,1,1.13235709641925e-11,FALSE,TRUE,FALSE,FALSE,"s__CAG-433 sp900546245","g__CAG-433"
"351","GCA_900546255.1",-0.302874430327817,0.282737073254427,NA,0.0244799400597283,NA,11.5497453247263,1,2.13289113182123e-18,1,8.13866352931787e-18,FALSE,TRUE,FALSE,FALSE,"s__Evtepia excrementipullorum","g__Evtepia"
"352","GCA_900546265.1",-0.388169557827606,0.411974213343937,NA,0.0250701002042839,NA,16.4328905743081,1,2.88999181878832e-28,1,2.71605712599087e-27,FALSE,TRUE,FALSE,FALSE,"s__UMGS856 sp900546265","g__UMGS856"
"353","GCA_900546295.1",0.433549665685672,-0.17112827925569,NA,0.0236067349955575,NA,-7.24912950850231,1,1.06645780666789e-07,1,1.69133542776235e-07,FALSE,TRUE,FALSE,FALSE,"s__ER4 sp900546295","g__ER4"
"354","GCA_900546315.1",0.285335126737517,-0.669754831868019,NA,0.023591515893599,NA,-28.3896479941647,1,1.87677756195893e-14,1,5.19054284846953e-14,FALSE,TRUE,FALSE,FALSE,"s__Flemingibacterium sp900546315","g__Flemingibacterium"
"355","GCA_900546355.1",-0.767901188657084,0.568523390047837,NA,0.0246491617867015,NA,23.0646135137367,1,1.54431348908114e-12,1,3.53832548852676e-12,FALSE,TRUE,FALSE,FALSE,"s__Phocaeicola sp900546355","g__Phocaeicola"
"356","GCA_900546435.1",0.141072809883521,0.277340185013074,NA,0.0276237069546919,NA,10.0399336507574,1,9.9601492066099e-13,1,2.35653879830048e-12,FALSE,TRUE,FALSE,FALSE,"s__Pararoseburia sp900546435","g__Pararoseburia"
"357","GCA_900546495.1",-0.0280653105735996,0.0678182875156229,NA,0.0288468839056527,NA,2.3509744670319,1,0.021465690364615,1,0.0251880644162823,FALSE,TRUE,FALSE,TRUE,"s__Eubacterium_I sp900546495","g__Eubacterium_I"
"358","GCA_900546575.1",-0.0811849723483143,0.434555036900185,NA,0.0231158746021672,NA,18.7989874654989,1,2.99452327948377e-07,1,4.64746349950463e-07,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp900546575","g__Prevotella"
"359","GCA_900546625.1",0.274617740954215,-0.172104174386884,NA,0.0423816696878447,NA,-4.06081628341898,1,6.51829713805183e-05,1,8.8806330135874e-05,FALSE,TRUE,FALSE,TRUE,"s__Agathobacter sp900546625","g__Agathobacter"
"360","GCA_900546685.1",-0.248640951789091,0.0790170273087001,NA,0.030065876157348,NA,2.62812987372027,1,0.0103830036017392,1,0.0124277696412327,FALSE,TRUE,FALSE,FALSE,"s__UMGS1975 sp900546685","g__UMGS1975"
"361","GCA_900546745.1",-0.470717726264028,1.30744555968415,NA,0.0245436612936916,NA,53.2701924150248,1,1.6365141305457e-18,1,6.29190091857534e-18,FALSE,TRUE,FALSE,FALSE,"s__CAJOJO01 sp900546745","g__CAJOJO01"
"362","GCA_900546835.1",0.505524228299408,-0.340786873600287,NA,0.0225716167921796,NA,-15.0980267270158,1,5.32296955868877e-06,1,7.7850347292062e-06,FALSE,TRUE,FALSE,TRUE,"s__UBA7173 sp900546835","g__UBA7173"
"363","GCA_900546885.1",-0.258981743437938,0.139676464743897,NA,0.0266354979271511,NA,5.24399675673104,1,2.30671341045738e-06,1,3.42297384738924e-06,FALSE,TRUE,FALSE,FALSE,"s__Ruthenibacterium merdipullorum","g__Ruthenibacterium"
"364","GCA_900547015.1",1.38639382961845,-1.59617900833534,NA,0.0252050936470945,NA,-63.3276364961786,1,3.17474258022918e-28,1,2.95629698984643e-27,FALSE,TRUE,FALSE,FALSE,"s__Negativibacillus sp900547015","g__Negativibacillus"
"365","GCA_900547165.1",-0.293809952967646,0.60820586615624,NA,0.0263164183400739,NA,23.111270625687,1,1.38294255388481e-23,1,8.06716489766141e-23,FALSE,TRUE,FALSE,FALSE,"s__UBA644 sp900547165","g__UBA644"
"366","GCA_900547295.1",0.156550988029784,-0.205777341129807,NA,0.0280156078317333,NA,-7.34509643216533,1,6.4415992000569e-10,1,1.17593942231255e-09,FALSE,TRUE,FALSE,FALSE,"s__UMGS973 sp900547295","g__UMGS973"
"367","GCA_900547315.1",0.340741797319046,-0.238361921253717,NA,0.0286470467082189,NA,-8.32064553395411,1,1.18249479871241e-10,1,2.27748049467381e-10,FALSE,TRUE,FALSE,TRUE,"s__Limivicinus sp900547315","g__Limivicinus"
"368","GCA_900547385.1",0.622773179195277,-0.191840977180993,NA,0.0336113866439367,NA,-5.70761864761089,1,4.6752550324331e-08,1,7.52041815835118e-08,FALSE,TRUE,FALSE,TRUE,"s__Angelakisella sp900547385","g__Angelakisella"
"369","GCA_900547405.1",-0.080125735000879,0.363850021889905,NA,0.0229203429799807,NA,15.8745452547417,1,4.97598634197462e-12,1,1.08382535130992e-11,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp900547405","g__Faecousia"
"370","GCA_900547455.1",0.0820410434462732,0.0657325792669169,NA,0.026175899776206,NA,2.51118700136024,1,0.0146974340443794,1,0.017366583882474,FALSE,TRUE,FALSE,FALSE,"s__Negativibacillus faecipullorum","g__Negativibacillus"
"371","GCA_900547475.1",0.213028554746301,-0.622321721834247,NA,0.0241885118407135,NA,-25.727987150775,1,3.53378290166597e-11,1,7.07453578933128e-11,FALSE,TRUE,FALSE,TRUE,"s__Clostridium sp900547475","g__Clostridium"
"372","GCA_900547745.1",-0.743520309485804,1.78064769993267,NA,0.0259716993296775,NA,68.5610778613146,1,2.03024994100384e-35,1,4.29313268774771e-34,FALSE,TRUE,FALSE,FALSE,"s__Vescimonas sp900547745","g__Vescimonas"
"373","GCA_900547815.1",-0.153401130205257,0.329374439182686,NA,0.0236007140977043,NA,13.9561217435673,1,1.54865921207503e-16,1,5.00601624285399e-16,FALSE,TRUE,FALSE,FALSE,"s__Holdemanella sp900547815","g__Holdemanella"
"374","GCA_900548125.1",-0.155977787349729,0.0936171690515175,NA,0.0232915471590091,NA,4.01936240698836,1,0.000275411621264367,1,0.000359771937687686,FALSE,TRUE,FALSE,FALSE,"s__Ventricola sp900548125","g__Ventricola"
"375","GCA_900548145.1",0.00220805648738212,0.08883577023002,NA,0.0299879941809482,NA,2.96237786675505,1,0.00486246988759402,1,0.00593911785307813,FALSE,TRUE,FALSE,FALSE,"s__Limiplasma sp900548145","g__Limiplasma"
"376","GCA_900548215.1",1.42338829813634,-1.68550314520729,NA,0.0230816290573016,NA,-73.0235782328413,1,4.43857002329012e-10,1,8.22107403948808e-10,FALSE,TRUE,FALSE,TRUE,"s__Coprococcus sp900548215","g__Coprococcus"
"377","GCA_900548405.1",0.0990249821938899,0.243538509884993,NA,0.0245836221914573,NA,9.90653484617989,1,9.10423671534813e-06,1,1.30519777769468e-05,FALSE,TRUE,FALSE,TRUE,"s__Stercorousia sp001917115","g__Stercorousia"
"378","GCA_900548465.1",-0.384940293105976,0.399905121700186,NA,0.0250254255131002,NA,15.9799529279071,1,1.06548573547241e-19,1,4.50611675626872e-19,FALSE,TRUE,FALSE,FALSE,"s__Eubacterium_G sp900548465","g__Eubacterium_G"
"379","GCA_900548545.1",-0.259201319931254,0.55223365882041,NA,0.0236085647758063,NA,23.3912422912862,1,4.61862347613132e-10,1,8.52345968776962e-10,FALSE,TRUE,FALSE,FALSE,"s__Acutalibacter sp900548545","g__Acutalibacter"
"380","GCA_900548595.1",-0.20028964465677,0.294340674405732,NA,0.0267200508498699,NA,11.0157228389842,1,7.95729183910684e-14,1,2.07093620940858e-13,FALSE,TRUE,FALSE,TRUE,"s__Metalachnospira sp900548595","g__Metalachnospira"
"381","GCA_900548615.1",1.07218963013905,-0.949969686377686,NA,0.0401463951641758,NA,-23.6626397586347,1,1.31257133204577e-41,1,4.93429593343134e-40,FALSE,TRUE,FALSE,TRUE,"s__Vescimonas sp900548615","g__Vescimonas"
"382","GCA_900548625.1",-0.0190473149691973,0.727282799514475,NA,0.0363068745881573,NA,20.0315452036101,1,1.62416612519464e-28,1,1.55521567648354e-27,FALSE,TRUE,FALSE,FALSE,"s__CAG-170 sp900548625","g__CAG-170"
"383","GCA_900548855.1",-0.243306384643985,0.0284583824185331,NA,0.0225481829408166,NA,1.26211422415852,1,0.222181050267886,1,0.23889170129439,FALSE,FALSE,FALSE,TRUE,"s__CAG-590 sp900548855","g__CAG-590"
"384","GCA_900549055.1",-0.00460127768643752,0.488134819370609,NA,0.0254493870247892,NA,19.1806120475569,1,1.07127703353243e-22,1,5.7228746791338e-22,FALSE,TRUE,FALSE,TRUE,"s__UBA737 sp900549055","g__UBA737"
"385","GCA_900549455.1",1.00926540145323,-1.19604998652034,NA,0.0229970180653374,NA,-52.0089162482813,1,2.07003774606226e-11,1,4.27920226528144e-11,FALSE,TRUE,FALSE,TRUE,"s__Collinsella sp900549455","g__Collinsella"
"386","GCA_900549755.1",0.0480313870944043,-0.181162129548351,NA,0.0249958783832974,NA,-7.24768006830303,1,8.53537991105125e-08,1,1.36003306274992e-07,FALSE,TRUE,FALSE,TRUE,"s__UBA737 sp900549755","g__UBA737"
"387","GCA_900549885.1",0.00562442108010439,-0.179432409073077,NA,0.0294342311572914,NA,-6.0960453872303,1,1.38520409808316e-08,1,2.30867349680527e-08,FALSE,TRUE,FALSE,FALSE,"s__Enterenecus sp900549885","g__Enterenecus"
"388","GCA_900550055.1",-0.0998265089174465,-0.0545838546114312,NA,0.0233814939301057,NA,-2.33448960851683,1,0.0349816679018304,1,0.0402566813155984,FALSE,TRUE,FALSE,TRUE,"s__Senegalimassilia sp900550055","g__Senegalimassilia"
"389","GCA_900550145.1",1.10234659484525,-1.32161328223795,NA,0.0259008658596252,NA,-51.0258340165416,1,1.6608565219012e-23,1,9.52412073293628e-23,FALSE,TRUE,FALSE,TRUE,"s__CAG-1193 sp900550145","g__CAG-1193"
"390","GCA_900550445.1",0.527883976171471,-0.113475466484383,NA,0.0288778258497056,NA,-3.92950172478236,1,0.00567931254144279,1,0.00690359548450831,FALSE,TRUE,FALSE,TRUE,"s__UBA11549 sp900550445","g__UBA11549"
"391","GCA_900550625.1",0.225309525583459,-0.129302832647958,NA,0.0289023013206814,NA,-4.47379020837465,1,2.31273970396512e-05,1,3.22449285648982e-05,FALSE,TRUE,FALSE,FALSE,"s__UMGS1312 sp900550625","g__UMGS1312"
"392","GCA_900550635.1",0.365693667315492,-0.184257699249776,NA,0.0294099135333603,NA,-6.26515610257638,1,2.53390033243681e-08,1,4.12826458655435e-08,FALSE,TRUE,FALSE,TRUE,"s__UBA6398 sp900550635","g__UBA6398"
"393","GCA_900550745.1",0.311733785199728,-0.261657904401408,NA,0.0252106250909719,NA,-10.3788741237959,1,6.11024681687792e-10,1,1.11745955299659e-09,FALSE,TRUE,FALSE,TRUE,"s__Bilophila sp900550745","g__Bilophila"
"394","GCA_900551055.1",1.61654390198549,-1.57634324338206,NA,0.0229104192989164,NA,-68.8046439838233,1,1.46196374261903e-13,1,3.70973299689578e-13,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp900551055","g__Prevotella"
"395","GCA_900551265.1",-0.613177307300001,0.589212684775339,NA,0.0224485751093955,NA,26.2472197858443,1,2.62733654899954e-13,1,6.50425999325496e-13,FALSE,TRUE,FALSE,FALSE,"s__UMGS1384 sp900551265","g__UMGS1384"
"396","GCA_900551415.1",0.0314880980508079,0.184852140876232,NA,0.0329140937012561,NA,5.6162002379296,1,1.33816920221264e-07,1,2.10580114766795e-07,FALSE,TRUE,FALSE,FALSE,"s__CAG-238 sp900551415","g__CAG-238"
"397","GCA_900551615.1",0.578140363111842,-0.481771805933304,NA,0.0243657433514187,NA,-19.7725059722117,1,5.47502757281264e-18,1,2.01346122695827e-17,FALSE,TRUE,FALSE,FALSE,"s__CAG-269 sp900551615","g__CAG-269"
"398","GCA_900551715.1",0.390190146819732,-0.504266648099101,NA,0.0266417115370801,NA,-18.9277121853549,1,3.54601675636015e-22,1,1.817781317023e-21,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A sp900551715","g__Blautia_A"
"399","GCA_900551745.1",-0.165933302988961,0.154710608748841,NA,0.0226353271226467,NA,6.83491817505269,1,2.90022472958323e-06,1,4.29114883458743e-06,FALSE,TRUE,FALSE,TRUE,"s__Phascolarctobacterium sp900551745","g__Phascolarctobacterium"
"400","GCA_900551915.1",0.932510398456243,-1.30796616638505,NA,0.0296042615633136,NA,-44.1816852478401,1,3.76179527209277e-18,1,1.39861619090629e-17,FALSE,TRUE,FALSE,TRUE,"s__Scatenecus faecavium","g__Scatenecus"
"401","GCA_900551985.1",1.35816924853939,-1.72189853609556,NA,0.0231424283675378,NA,-74.4044016794233,1,6.29330635441969e-27,1,5.06960789661586e-26,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp900551985","g__Prevotella"
"402","GCA_900552015.1",-0.0427698114496897,0.0646421042271775,NA,0.0280912009348097,NA,2.30115132411712,1,0.0229995980397172,1,0.0268278325224017,FALSE,TRUE,FALSE,FALSE,"s__ER4 sp900552015","g__ER4"
"403","GCA_900552195.1",0.243367654603251,-0.364958160967188,NA,0.0230239232041408,NA,-15.8512586118056,1,6.36576205693995e-09,1,1.07867253552488e-08,FALSE,TRUE,FALSE,TRUE,"s__Parasutterella sp900552195","g__Parasutterella"
"404","GCA_900552235.1",0.112637092567648,0.108223684407683,NA,0.0227991285207874,NA,4.74683426206438,1,0.00145114292566844,1,0.00182065521576448,FALSE,TRUE,FALSE,TRUE,"s__CAG-611 sp900552235","g__CAG-611"
"405","GCA_900552475.1",-4.28141640592128e-05,0.218650640467172,NA,0.031073509113064,NA,7.03656093914564,1,7.7068002032319e-11,1,1.51011625603868e-10,FALSE,TRUE,FALSE,FALSE,"s__Vescimonas sp900552475","g__Vescimonas"
"406","GCA_900552525.1",0.163465160672145,-0.0275087182479036,NA,0.038179024298358,NA,-0.720519152949823,1,0.472733795903921,1,0.492633267805421,FALSE,FALSE,FALSE,TRUE,"s__CAG-196 sp002102975","g__CAG-196"
"407","GCA_900552725.1",-0.567670265230494,1.15215580416401,NA,0.0248006315457335,NA,46.4567122832894,1,8.63891403451869e-26,1,6.04723982416308e-25,FALSE,TRUE,FALSE,FALSE,"s__Vescimonas sp900552725","g__Vescimonas"
"408","GCA_900552775.1",0.0165190385915222,0.294209437248554,NA,0.0225621171962566,NA,13.0399746925066,1,3.63335926002585e-06,1,5.36806353555493e-06,FALSE,TRUE,FALSE,TRUE,"s__UMGS1540 sp900552775","g__UMGS1540"
"409","GCA_900553295.1",-0.414200095693645,0.379208685901024,NA,0.0250236493617552,NA,15.1540121274472,1,7.45449152677375e-19,1,2.94408906602154e-18,FALSE,TRUE,FALSE,FALSE,"s__Egerieenecus merdigallinarum","g__Egerieenecus"
"410","GCA_900553315.1",-0.185448413793245,0.0611609511228222,NA,0.0226812039855779,NA,2.6965478182601,1,0.0126060402975905,1,0.0149475828295027,FALSE,TRUE,FALSE,FALSE,"s__Egerieenecus sp900553315","g__Egerieenecus"
"411","GCA_900553545.1",0.158990784073145,-0.154971494464492,NA,0.0309808799905108,NA,-5.00216567482776,1,2.82931245155727e-06,1,4.19233888807392e-06,FALSE,TRUE,FALSE,FALSE,"s__CAG-170 sp900553545","g__CAG-170"
"412","GCA_900553635.1",0.302193514783826,-0.186968206940282,NA,0.0262503379822937,NA,-7.12250665368178,1,5.97032354917652e-09,1,1.01846695838894e-08,FALSE,TRUE,FALSE,FALSE,"s__Merdisoma sp900553635","g__Merdisoma"
"413","GCA_900553645.1",0.391614219892587,-0.476201839710297,NA,0.024093282972978,NA,-19.7649212124552,1,5.53032070128425e-18,1,2.02645325335867e-17,FALSE,TRUE,FALSE,FALSE,"s__Fimadaptatus sp900553645","g__Fimadaptatus"
"414","GCA_900553925.1",0.135572699412722,-0.269515158598613,NA,0.0242805539416397,NA,-11.1000415907485,1,4.54508127340801e-14,1,1.21082873819137e-13,FALSE,TRUE,FALSE,TRUE,"s__Wujia sp900553925","g__Wujia"
"415","GCA_900554225.1",0.318784985497301,-0.932370331905925,NA,0.0228851728275823,NA,-40.7412405809839,1,1.90020951344433e-12,1,4.31479341419686e-12,FALSE,TRUE,FALSE,TRUE,"s__UMGS1696 sp900554225","g__UMGS1696"
"416","GCA_900554485.1",1.7103150305127,-2.162978166686,NA,0.022481500463348,NA,-96.2114681896941,1,3.45275637997518e-12,1,7.60205580406683e-12,FALSE,TRUE,FALSE,TRUE,"s__UBA10281 sp900554485","g__UBA10281"
"417","GCA_900554615.1",1.14991864045803,-1.22242517645036,NA,0.0243168134717452,NA,-50.2707798400785,1,2.51854367918681e-15,1,7.45283333636912e-15,FALSE,TRUE,FALSE,TRUE,"s__CAG-302 sp900554615","g__CAG-302"
"418","GCA_900554695.1",0.849336609180631,0.250209881530271,NA,0.0321969546388648,NA,7.7712281902663,1,3.03436905135969e-08,1,4.92781533940813e-08,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp900554695","g__Prevotella"
"419","GCA_900554855.1",0.19837295387416,-0.334281768234459,NA,0.0241403772339943,NA,-13.8474127804319,1,3.02489113146342e-19,1,1.24302206414388e-18,FALSE,TRUE,FALSE,FALSE,"s__UMGS1766 sp900554855","g__UMGS1766"
"420","GCA_900554975.1",0.0494337959287092,-0.0262143953543228,NA,0.022878306403239,NA,-1.14581887716179,1,0.269821959320159,1,0.288283461799959,FALSE,FALSE,FALSE,FALSE,"s__UBA1394 sp900554975","g__UBA1394"
"421","GCA_900555125.1",0.430779056827546,-0.653592637612392,NA,0.02296590473808,NA,-28.4592592831173,1,2.19850460126127e-12,1,4.98098698723257e-12,FALSE,TRUE,FALSE,FALSE,"s__UMGS1795 sp900555125","g__UMGS1795"
"422","GCA_900555195.1",-0.0687120418164043,-0.150076064815797,NA,0.0238241539271665,NA,-6.29932400850828,1,2.21333320172947e-07,1,3.45089585215885e-07,FALSE,TRUE,FALSE,FALSE,"s__Eisenbergiella sp900555195","g__Eisenbergiella"
"423","GCA_900555925.1",0.201152586877886,-0.235357954526874,NA,0.0262410484491083,NA,-8.96907587299055,1,1.7344435456382e-12,1,3.95609033443319e-12,FALSE,TRUE,FALSE,FALSE,"s__Scatosoma sp900555925","g__Scatosoma"
"424","GCA_900556345.1",-0.230166734561566,0.822007023390686,NA,0.0225926847928592,NA,36.3837689467742,1,4.91775415444178e-19,1,1.9729329908136e-18,FALSE,TRUE,FALSE,FALSE,"s__CAG-269 sp900556345","g__CAG-269"
